price,room_type,neighbourhood_cleansed,property_type,host_is_superhost,instant_bookable,accommodates,bathrooms,bedrooms,beds,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,availability_30,availability_60,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,total_reviews_count,days_since_last_review,reviews_last_30_days,reviews_last_90_days,reviews_last_180_days,has_recent_reviews,review_activity_score,host_experience_years,amenities_count,distance_to_center,host_response_rate_num,host_acceptance_rate_num,days_since_first_review,review_density,price_per_person,price_per_bedroom,beds_per_person,number_of_reviews_ltm,number_of_reviews_l30d
154,Entire home/apt,De Baarsjes - Oud-West,Entire rental unit,FALSE,FALSE,3,1,2,1,3,13,0.21,1,18,3,8,17,5,4.92,5,4.92,5,4.77,5,13,58,0,1,3,FALSE,0.8333333333333334,10.099931553730322,33,5.564762237238782,1,0.67,1968,0.0066056910569105695,51.333333333333336,77,0.3333333333333333,3,0
322,Entire home/apt,De Baarsjes - Oud-West,Entire condo,FALSE,FALSE,4,1.5,2,3,3,11,0.38,1,9,0,0,0,4.91,5,5,5,5,5,4.82,11,49,0,1,1,FALSE,0.5,5.522245037645448,57,5.37130387784939,1,0.67,956,0.011506276150627616,80.5,161,0.75,3,0
180,Entire home/apt,Oud-Noord,Entire home,FALSE,FALSE,2,1.5,1,1,5,16,0.35,1,22,0,0,18,5,5,4.94,4.94,5,4.69,4.81,16,93,0,0,2,FALSE,0.3333333333333333,5.169062286105407,48,3.509103446779397,1,0.67,1476,0.01084010840108401,90,180,0.5,4,0
147,Entire home/apt,De Baarsjes - Oud-West,Entire condo,FALSE,FALSE,4,1.5,2,2,2,1,1,1,8,8,8,8,5,5,5,5,5,5,5,1,15,1,1,1,TRUE,1,13.705681040383299,39,4.667307675944523,1,0.38,111,0.009009009009009009,36.75,73.5,0.5,1,1
236,Private room,IJburg - Zeeburgereiland,Private room in rental unit,FALSE,FALSE,4,1.5,3,3,4,35,0.57,1,7,7,7,7,4.97,4.97,4.86,4.94,4.94,4.74,4.69,35,60,0,2,5,FALSE,1.5,5.856262833675565,41,6.5418923311378725,1,0.8,1941,0.018031942297784646,59,78.66666666666667,0.75,7,0
162,Entire home/apt,Oud-Noord,Entire guest suite,FALSE,FALSE,2,1,1,1,3,81,1.32,1,8,8,8,8,5,5,5,4.99,5,4.85,4.94,81,24,2,5,9,TRUE,4.166666666666667,12.219028062970569,25,4.357276405140994,1,0.96,1941,0.04173106646058733,81,162,0.5,12,2
405,Entire home/apt,De Baarsjes - Oud-West,Entire condo,FALSE,FALSE,4,1,2,2,3,28,0.45,1,31,1,10,31,5,5,4.89,5,5,4.86,4.61,28,55,0,2,4,FALSE,1.3333333333333333,10.568104038329912,49,5.561280898255333,1,0.5,1955,0.01432225063938619,101.25,202.5,0.5,4,0
127,Entire home/apt,Bos en Lommer,Entire condo,FALSE,FALSE,2,1.5,1,2,2,11,0.18,1,6,5,6,6,5,5,4.73,5,5,5,4.55,11,291,0,0,0,FALSE,0,12.594113620807667,42,6.839100587774608,1,0.5,1963,0.0056036678553234845,63.5,127,1,1,0
220,Entire home/apt,Bijlmer-Centrum,Entire home,FALSE,FALSE,4,1.5,2,3,1,56,0.9,1,5,5,5,5,4.96,4.95,4.86,4.98,5,4.63,4.7,56,10,3,7,7,TRUE,5,9.034907597535934,42,9.237379718729978,1,0.8,1969,0.028440832910106652,55,110,0.75,7,3
169,Private room,Centrum-Oost,Private room in home,FALSE,FALSE,2,1,1,1,2,94,1.55,4,269,1,11,36,4.89,4.94,4.93,4.71,4.84,4.96,4.7,94,12,2,6,11,TRUE,4.833333333333333,5.4401095140314855,47,0.9795296681866617,1,1,1912,0.049163179916317995,84.5,169,0.5,23,2
227,Private room,Centrum-Oost,Private room in home,FALSE,FALSE,2,1,1,2,1,113,1.83,4,306,14,33,58,4.83,4.82,4.89,4.62,4.73,4.98,4.65,113,8,2,5,17,TRUE,5.5,5.4401095140314855,19,0.9795296681866617,1,1,1948,0.058008213552361396,113.5,227,1,32,2
153,Entire home/apt,Buitenveldert - Zuidas,Boat,FALSE,FALSE,4,1,2,1,2,75,1.5,5,337,15,36,64,4.84,4.89,4.87,4.92,4.95,4.61,4.72,75,51,0,3,5,FALSE,1.8333333333333333,8.125941136208077,42,7.139412485198082,1,1,1591,0.04714016341923319,38.25,76.5,0.25,8,0
348,Entire home/apt,Centrum-West,Houseboat,FALSE,FALSE,4,2,2,1,3,14,0.22,1,32,10,20,20,4.93,4.79,4.57,4.93,4.86,5,4.64,14,61,0,1,1,FALSE,0.5,9.182751540041068,40,2.002461227714512,0.9,1,1965,0.0071246819338422395,87,174,0.25,1,0
175,Entire home/apt,Oud-Oost,Entire condo,FALSE,FALSE,3,1.5,2,1,3,21,0.34,1,8,8,8,8,5,5,4.95,4.95,5,4.86,4.71,21,328,0,0,0,FALSE,0,11.02258726899384,41,2.4694768500637396,1,1,1955,0.010741687979539642,58.333333333333336,87.5,0.3333333333333333,5,0
309,Entire home/apt,Oud-Oost,Entire rental unit,FALSE,FALSE,3,1.5,2,2,3,25,0.67,1,253,0,0,0,4.96,4.96,5,4.96,5,4.84,4.64,25,101,0,0,6,FALSE,1,9.727583846680355,49,1.2811174530465808,1,0.75,1208,0.020695364238410598,103,154.5,0.6666666666666666,6,0
385,Entire home/apt,Centrum-West,Entire rental unit,FALSE,FALSE,2,1,1,1,2,139,2.42,1,149,9,31,59,4.95,4.93,4.97,4.94,4.91,4.98,4.8,139,23,1,5,13,TRUE,4.333333333333333,9.908281998631075,26,1.7710042173296756,1,1,1819,0.07641561297416163,192.5,385,0.5,24,1
96,Private room,Buitenveldert - Zuidas,Private room in townhouse,FALSE,FALSE,2,1,1,1,3,105,1.74,2,79,8,38,68,4.99,4.96,4.98,5,4.99,4.8,4.79,105,17,4,10,18,TRUE,8.333333333333334,11.945242984257359,42,5.6056586947837,1,1,1903,0.055176037834997374,48,96,0.5,27,4
154,Private room,Centrum-West,Private room in rental unit,FALSE,FALSE,4,1,0,1,2,69,1.13,1,334,19,49,65,4.51,4.55,4.62,4.78,4.78,4.87,4.41,69,34,0,5,11,FALSE,3.5,5.08145106091718,10,1.4963269354654012,1,1,1930,0.035751295336787565,38.5,154,0.25,19,0
350,Entire home/apt,Centrum-West,Entire rental unit,FALSE,FALSE,2,1,1,1,2,15,0.25,1,80,26,50,80,4.73,4.67,4.07,4.93,5,5,4.33,15,140,0,0,1,FALSE,0.16666666666666666,12.673511293634498,20,2.505181473845567,0.8,0.29,1927,0.007784120394395433,175,350,0.5,1,0
185,Private room,Centrum-Oost,Private room in rental unit,FALSE,FALSE,2,1.5,1,1,3,1,0.02,1,9,0,0,9,5,5,5,5,5,5,5,1,1489,0,0,0,FALSE,0,10.198494182067078,26,0.8550178045515474,1,0,1585,6.309148264984228e-4,92.5,185,0.5,0,0
271,Private room,Westerpark,Room in boutique hotel,FALSE,FALSE,2,1,1,1,1,25,0.41,9,348,23,53,83,4.64,4.72,4.76,4.72,4.68,4.84,4.6,25,480,0,0,0,FALSE,0,6.631074606433949,10,3.979719208813253,1,1,1939,0.012893243940175348,135.5,271,0.5,0,0
349,Private room,Zuid,Room in boutique hotel,FALSE,FALSE,2,1,1,1,1,50,0.82,4,352,27,57,87,4.8,4.84,4.86,4.82,4.78,4.86,4.64,50,39,0,1,3,FALSE,0.8333333333333334,5.04312114989733,8,3.1909604216442973,0.9,0.99,1927,0.02594706798131811,174.5,349,0.5,8,0
369,Private room,Zuid,Room in boutique hotel,FALSE,FALSE,3,1,1,2,1,112,1.82,4,352,27,57,87,4.86,4.88,4.92,4.93,4.9,4.88,4.71,112,36,0,2,3,FALSE,1.1666666666666667,5.04312114989733,8,3.289906677460695,0.9,0.99,1941,0.05770221535291087,123,369,0.6666666666666666,13,0
450,Private room,Zuid,Room in boutique hotel,FALSE,FALSE,2,1,1,1,1,11,0.18,4,316,5,27,53,4.45,4.36,4.73,4.18,4.36,4.73,4.18,11,79,0,1,1,FALSE,0.5,5.04312114989733,8,3.3236862545072245,0.9,0.99,1940,0.005670103092783505,225,450,0.5,1,0
43,Hotel room,Zuid,Room in hostel,FALSE,FALSE,1,0.5,1,2,1,34,0.55,10,0,0,0,0,4.74,4.76,4.62,4.94,4.94,4.97,4.74,34,265,0,0,0,FALSE,0,6.633812457221081,9,2.9645929581733097,0.5,1,1940,0.01752577319587629,43,43,2,1,0
248,Entire home/apt,De Baarsjes - Oud-West,Entire rental unit,FALSE,FALSE,3,1.5,1,1,3,4,0.23,1,187,15,45,75,5,5,5,5,5,5,5,4,151,0,0,1,FALSE,0.16666666666666666,12.459958932238193,42,5.215236218868689,1,0.6,615,0.0065040650406504065,82.66666666666667,248,0.3333333333333333,2,0
125,Private room,IJburg - Zeeburgereiland,Private room in houseboat,FALSE,FALSE,2,1.5,1,1,2,116,1.9,1,151,20,45,75,4.91,4.89,4.96,4.93,4.95,4.84,4.72,116,32,0,8,18,FALSE,5.666666666666667,11.811088295687885,27,9.570096469827284,1,0.96,1927,0.06019719771665802,62.5,125,0.5,29,0
250,Entire home/apt,De Baarsjes - Oud-West,Entire condo,FALSE,FALSE,2,1.5,1,1,1,35,0.71,1,3,3,3,3,4.91,4.94,4.94,5,4.97,4.89,4.8,35,25,1,3,7,TRUE,2.6666666666666665,11.373032169746748,56,4.672311068796757,1,0.75,1569,0.022307202039515615,125,250,0.5,8,1
256,Private room,Westerpark,Room in boutique hotel,FALSE,FALSE,2,1,1,1,1,15,0.31,9,346,22,52,82,4.8,4.93,4.87,4.73,4.73,4.8,4.6,15,254,0,0,0,FALSE,0,6.631074606433949,8,3.7962298595314965,1,1,1570,0.009554140127388535,128,256,0.5,2,0
109,Entire home/apt,Osdorp,Entire home,FALSE,FALSE,2,1.5,1,1,2,14,0.61,1,108,0,1,1,4.71,4.93,4.71,4.93,5,4.64,4.64,14,46,0,2,3,FALSE,1.1666666666666667,9.609856262833675,46,11.104529900157607,1,0.9,781,0.01792573623559539,54.5,109,0.5,5,0
191,Entire home/apt,De Baarsjes - Oud-West,Entire rental unit,FALSE,FALSE,3,1,2,2,2,45,0.89,1,82,6,18,48,4.91,4.93,4.78,4.96,5,4.96,4.84,45,49,0,3,9,FALSE,2.5,9.207392197125257,25,5.170686189366545,1,0.42,1611,0.027932960893854747,63.666666666666664,95.5,0.6666666666666666,13,0
200,Private room,Oud-Noord,Private room in home,FALSE,FALSE,4,2,2,2,3,48,0.92,3,16,5,16,16,4.94,4.96,4.98,5,4.98,4.69,4.69,48,49,0,1,2,FALSE,0.6666666666666666,5.757700205338809,26,2.0175438001551345,1,1,1668,0.02877697841726619,50,100,0.5,4,0
93,Private room,Watergraafsmeer,Private room in rental unit,FALSE,FALSE,2,1.5,1,2,2,14,0.23,4,141,10,30,60,4.36,4.71,4.64,4.71,4.71,4.57,4.14,14,20,1,3,4,TRUE,2.1666666666666665,9.483915126625599,26,3.0973374330252903,0.96,0.84,1905,0.007349081364829396,46.5,93,1,4,1
187,Private room,Oud-Noord,Room in boutique hotel,FALSE,FALSE,2,1,1,1,1,17,0.44,12,0,0,0,0,4.71,4.71,4.76,4.59,4.65,4.65,4.35,17,599,0,0,0,FALSE,0,6.546201232032854,34,2.5455773051312702,0.99,0.99,1251,0.013589128697042365,93.5,187,0.5,0,0
197,Private room,Oud-Noord,Room in boutique hotel,FALSE,FALSE,2,1,1,1,1,9,0.22,12,146,14,39,69,4.56,4.78,4.78,5,4.89,4.11,4.11,9,368,0,0,0,FALSE,0,6.546201232032854,31,2.5455773051312702,0.99,0.99,1325,0.006792452830188679,98.5,197,0.5,0,0
260,Private room,Oud-Noord,Room in boutique hotel,FALSE,FALSE,4,1,1,4,1,81,1.94,12,136,11,32,62,4.78,4.69,4.74,4.88,4.79,4.53,4.56,81,15,3,10,14,TRUE,7.166666666666667,6.546201232032854,30,2.5455773051312702,0.99,0.99,1345,0.06022304832713755,65,260,1,24,3
341,Private room,Centrum-Oost,Room in boutique hotel,FALSE,FALSE,2,1,1,2,1,3,0.06,8,316,4,18,42,4.67,5,5,5,5,5,5,3,603,0,0,0,FALSE,0,4.944558521560575,21,0.6742964500128205,1,1,1570,0.001910828025477707,170.5,341,1,0,0
383,Private room,Centrum-Oost,Room in boutique hotel,FALSE,FALSE,3,1,1,2,1,2,0.07,8,288,2,12,26,5,5,5,5,5,5,4.5,2,891,0,0,0,FALSE,0,4.944558521560575,21,0.6899138900614561,1,1,1008,0.001984126984126984,127.66666666666667,383,0.6666666666666666,0,0
104,Private room,De Baarsjes - Oud-West,Private room in bed and breakfast,FALSE,FALSE,2,0,1,1,1,105,1.79,15,258,0,2,7,4.37,4.42,4.28,4.75,4.56,4.53,4.31,105,3,4,12,20,TRUE,9.333333333333334,11.373032169746748,6,4.936348215806932,0.96,1,1854,0.05663430420711974,52,104,0.5,34,4
101,Private room,De Baarsjes - Oud-West,Private room in bed and breakfast,FALSE,FALSE,2,0,1,2,1,65,1.28,15,312,1,13,41,4.15,4.38,4.15,4.55,4.45,4.4,4.09,65,30,2,12,15,TRUE,7.5,11.373032169746748,6,4.9407222206980865,0.96,1,1619,0.04014823965410747,50.5,101,1,17,2
104,Private room,De Baarsjes - Oud-West,Private room in bed and breakfast,FALSE,FALSE,2,0,1,2,1,124,2.08,15,265,3,6,20,4.46,4.45,4.47,4.75,4.65,4.59,4.37,124,15,5,14,23,TRUE,11,11.373032169746748,9,4.733121348972531,0.96,1,1883,0.06585236325013277,52,104,1,43,5
147,Private room,De Baarsjes - Oud-West,Private room in bed and breakfast,FALSE,FALSE,2,1.5,1,1,1,24,0.49,15,304,3,13,34,4.63,4.5,4.33,4.71,4.5,4.54,4.38,24,43,0,4,10,FALSE,3,11.373032169746748,7,4.725789509849047,0.96,1,1556,0.015424164524421594,73.5,147,0.5,15,0
295,Private room,Centrum-West,Room in boutique hotel,FALSE,FALSE,2,1,1,1,1,25,0.52,2,133,18,41,65,4.96,4.92,4.8,4.88,4.8,4.92,4.84,25,64,0,1,1,FALSE,0.5,4.906228610540725,30,0.7262935015445219,1,1,1541,0.016223231667748216,147.5,295,0.5,2,0
460,Entire home/apt,Centrum-West,Entire rental unit,FALSE,FALSE,4,2,2,2,1,9,0.25,4,327,15,38,68,4.78,4.56,4.89,4.56,4.67,5,4.56,9,31,0,1,3,FALSE,0.8333333333333334,5.779603011635865,15,1.2875473696137363,0.8,0.83,1186,0.007588532883642495,115,230,0.5,3,0
95,Shared room,Centrum-Oost,Shared room in hostel,FALSE,FALSE,1,0,1,2,1,13,0.31,3,0,0,0,0,4.77,4.69,4.69,4.85,4.54,4.92,4.54,13,1176,0,0,0,FALSE,0,4.889801505817933,12,0.28125963183500124,0,0.71,1336,0.009730538922155689,95,95,2,0,0
102,Shared room,Centrum-Oost,Shared room in hostel,FALSE,FALSE,1,0,1,2,1,5,0.1,3,0,0,0,0,4.6,4.8,4.4,5,4.8,4.8,4.4,5,1206,0,0,0,FALSE,0,4.889801505817933,10,0.4925799313816174,0,0.71,1556,0.003213367609254499,102,102,2,0,0
322,Entire home/apt,Centrum-West,Entire rental unit,FALSE,FALSE,3,1.5,1,1,2,32,0.77,1,71,27,43,43,4.97,4.94,4.88,4.97,5,5,4.72,32,21,1,3,8,TRUE,2.8333333333333335,11.657768651608487,61,2.620367715893632,1,0.91,1334,0.0239880059970015,107.33333333333333,322,0.3333333333333333,11,1
397,Private room,Centrum-West,Private room in townhouse,FALSE,FALSE,4,2,2,4,2,82,1.73,3,88,1,7,22,4.99,4.95,5,5,5,5,4.96,82,2,4,10,22,TRUE,9,9.281314168377824,36,2.3719266358173283,1,0.98,1520,0.05394736842105263,99.25,198.5,1,33,4
76,Private room,Centrum-West,Private room in rental unit,FALSE,FALSE,2,1,0,1,2,42,0.91,1,319,13,43,61,4.31,4.36,4.62,4.5,4.69,4.81,4.24,42,41,0,3,7,FALSE,2.1666666666666665,4.818617385352498,7,1.5745532912224882,1,1,1481,0.02835921674544227,38,76,0.5,18,0
84,Private room,Centrum-West,Private room in rental unit,FALSE,FALSE,2,1,0,1,2,62,1.19,2,351,16,46,76,4.47,4.44,4.47,4.55,4.69,4.73,4.31,62,17,3,4,8,TRUE,4.166666666666667,4.818617385352498,10,0.9303852876094368,1,1,1663,0.037282020444978956,42,84,0.5,16,3
84,Private room,Centrum-Oost,Private room in rental unit,FALSE,FALSE,2,1,0,1,2,85,1.66,2,351,16,46,76,4.33,4.45,4.36,4.58,4.61,4.78,4.26,85,17,2,3,4,TRUE,2.6666666666666665,4.818617385352498,7,1.125698169359777,1,1,1635,0.05198776758409786,42,84,0.5,9,2
147,Private room,De Baarsjes - Oud-West,Private room in bed and breakfast,FALSE,FALSE,2,1,1,1,1,13,0.26,15,293,6,14,30,4,4.31,3.77,4.62,4.46,4.46,3.77,13,15,1,2,2,TRUE,1.5,11.373032169746748,11,5.039091195384359,0.96,1,1597,0.008140262993112084,73.5,147,0.5,6,1
199,Private room,De Baarsjes - Oud-West,Private room in bed and breakfast,FALSE,FALSE,4,1,1,3,1,63,1.12,15,256,2,6,15,4.41,4.33,4.44,4.73,4.6,4.48,4.21,63,20,1,2,6,TRUE,2.1666666666666665,11.373032169746748,12,5.054298552845825,0.96,1,1780,0.03539325842696629,49.75,199,0.75,20,1
104,Private room,De Baarsjes - Oud-West,Private room in bed and breakfast,FALSE,FALSE,2,1,1,1,1,71,1.23,15,284,1,7,20,4.3,4.52,4.51,4.68,4.56,4.62,4.14,71,20,1,5,14,TRUE,4.5,11.373032169746748,11,5.048248393700521,0.96,1,1829,0.038819026790595956,52,104,0.5,28,1
104,Private room,De Baarsjes - Oud-West,Room in boutique hotel,FALSE,FALSE,2,0,1,1,1,84,1.49,15,307,1,13,37,4.32,4.24,4.37,4.68,4.57,4.55,4.17,84,14,2,9,18,TRUE,7,11.373032169746748,10,5.062947034573798,0.96,1,1788,0.04697986577181208,52,104,0.5,30,2
180,Entire home/apt,Bos en Lommer,Entire rental unit,FALSE,FALSE,2,1.5,1,0,2,4,0.24,1,161,0,0,0,4.75,5,5,5,4.75,5,4.5,4,401,0,0,0,FALSE,0,11.425051334702259,23,5.220071823069928,1,0,604,0.006622516556291391,90,180,0,0,0
231,Entire home/apt,Bos en Lommer,Entire rental unit,FALSE,FALSE,4,1,1,3,5,8,0.18,1,363,28,58,88,4.88,4.75,4.5,4.88,4.88,4.88,4.5,8,865,0,0,0,FALSE,0,9.702943189596168,20,5.944099022206744,1,0,1427,0.005606166783461808,57.75,231,0.75,0,0
598,Entire home/apt,Bos en Lommer,Entire serviced apartment,FALSE,FALSE,4,0,1,2,1,77,1.35,11,0,0,0,0,4.77,4.7,4.81,4.79,4.69,4.44,4.61,77,175,0,0,1,FALSE,0.16666666666666666,4.799452429842574,45,6.557344893537282,1,1,1810,0.042541436464088395,149.5,598,0.5,22,0
192,Entire home/apt,Bos en Lommer,Entire serviced apartment,FALSE,FALSE,2,0,1,1,1,53,0.91,11,282,21,49,79,4.57,4.55,4.68,4.62,4.64,4.38,4.34,53,11,1,3,5,TRUE,2.3333333333333335,4.799452429842574,47,6.767013198405922,1,1,1846,0.028710725893824486,96,192,0.5,8,1
248,Entire home/apt,Bos en Lommer,Entire serviced apartment,FALSE,FALSE,4,0,1,2,1,58,1.1,11,280,20,50,77,4.53,4.55,4.52,4.66,4.69,4.38,4.34,58,18,1,3,9,TRUE,3,4.799452429842574,42,6.596892958613041,1,1,1677,0.0345855694692904,62,248,0.5,33,1
381,Entire home/apt,Bos en Lommer,Entire serviced apartment,FALSE,FALSE,6,0,1,4,1,53,0.92,11,274,17,45,73,4.62,4.53,4.57,4.62,4.66,4.32,4.17,53,25,2,5,11,TRUE,4.5,4.799452429842574,48,6.60680746413869,1,1,1818,0.029152915291529153,63.5,381,0.6666666666666666,16,2
155,Entire home/apt,De Baarsjes - Oud-West,Entire rental unit,FALSE,FALSE,2,1,1,1,3,16,0.33,4,243,13,33,63,4.88,4.88,4.94,4.88,4.88,4.94,4.63,16,60,0,1,3,FALSE,0.8333333333333334,14.291581108829568,22,4.331112611431396,1,0.56,1528,0.010471204188481676,77.5,155,0.5,7,0
500,Entire home/apt,Centrum-West,Entire loft,FALSE,FALSE,4,2.5,2,3,2,42,0.72,2,44,2,14,31,4.6,4.6,4.67,4.57,4.64,4.98,4.71,42,11,2,5,5,TRUE,3.5,9.820670773442847,26,2.692171080466302,0.92,0.99,1835,0.022888283378746595,125,250,0.75,5,2
271,Entire home/apt,Centrum-West,Entire condo,FALSE,FALSE,2,1,1,1,2,10,0.17,1,40,0,0,0,5,5,4.8,5,5,5,4.9,10,135,0,0,2,FALSE,0.3333333333333333,9.91649555099247,45,2.60065798875943,1,1,1814,0.005512679162072767,135.5,271,0.5,3,0
200,Entire home/apt,Westerpark,Entire rental unit,FALSE,FALSE,3,1,2,1,4,13,0.25,1,85,0,0,0,4.54,4.69,4.15,4.77,4.85,4.69,4.31,13,251,0,0,0,FALSE,0,11.197809719370294,39,3.9052786284334733,1,0.13,1626,0.007995079950799507,66.66666666666667,100,0.3333333333333333,1,0
175,Private room,De Baarsjes - Oud-West,Room in boutique hotel,FALSE,FALSE,1,1,1,1,1,87,2.2,6,347,15,42,72,4.68,4.77,4.7,4.87,4.83,4.8,4.54,87,15,2,16,24,TRUE,10.333333333333334,6.535249828884326,14,4.584666043497668,1,1,1280,0.06796875,175,175,1,36,2
308,Entire home/apt,Centrum-Oost,Room in aparthotel,FALSE,FALSE,2,1,1,1,1,79,1.51,7,108,26,56,86,4.78,4.84,4.81,4.71,4.65,4.86,4.53,79,81,0,1,4,FALSE,1,10.40930869267625,71,0.479686984814049,0.94,0.99,1667,0.047390521895620874,154,308,0.5,8,0
94,Private room,Slotervaart,Private room in bed and breakfast,FALSE,FALSE,2,1,1,1,1,96,1.88,1,39,1,8,27,4.9,4.91,4.92,4.97,4.89,4.61,4.63,96,6,3,9,20,TRUE,7.833333333333333,7.846680355920602,41,7.198563952101821,1,0.88,1630,0.05889570552147239,47,94,0.5,35,3
393,Entire home/apt,Noord-Oost,Entire home,FALSE,FALSE,4,2.5,3,2,2,11,0.27,1,345,10,40,70,4.82,4.73,4.82,4.91,5,4.55,4.64,11,413,0,0,0,FALSE,0,14.105407255304586,77,5.447840760860591,1,0.71,1339,0.008215085884988798,98.25,131,0.5,0,0
360,Entire home/apt,Westerpark,Entire rental unit,FALSE,FALSE,2,1,1,1,1,37,0.66,1,155,25,37,65,4.68,4.57,4.41,4.84,4.84,4.76,4.43,37,38,0,2,5,FALSE,1.5,10.349075975359343,19,4.100998615215444,0.13,0.18,1766,0.020951302378255945,180,360,0.5,8,0
158,Private room,Centrum-West,Private room in boat,FALSE,FALSE,2,1,1,1,2,120,2.52,1,143,12,32,60,4.88,4.86,4.84,4.92,4.93,4.87,4.71,120,2,4,11,25,TRUE,9.833333333333334,4.58590006844627,28,2.60140145621501,0.88,1,1525,0.07868852459016394,79,158,0.5,36,4
168,Entire home/apt,De Pijp - Rivierenbuurt,Entire condo,FALSE,FALSE,3,1.5,1,2,2,24,0.44,1,3,3,3,3,4.79,4.88,4.83,4.75,4.88,4.75,4.54,24,584,0,0,0,FALSE,0,9.763175906913073,19,1.458202061307255,1,1,1750,0.013714285714285714,56,168,0.6666666666666666,0,0
258,Entire home/apt,De Baarsjes - Oud-West,Entire condo,FALSE,FALSE,2,1,1,1,2,9,0.25,1,32,21,32,32,4.89,4.89,4.89,5,5,5,4.89,9,346,0,0,0,FALSE,0,7.162217659137577,27,4.62577624813956,1,1,1192,0.007550335570469799,129,258,0.5,2,0
235,Entire home/apt,Westerpark,Entire condo,FALSE,FALSE,2,1,1,1,2,15,0.55,1,38,5,10,38,4.87,4.93,4.93,4.73,5,5,4.4,15,29,1,1,4,TRUE,1.5,11.986310746064339,47,3.7379585800270063,1,0.87,920,0.016304347826086956,117.5,235,0.5,8,1
181,Entire home/apt,Geuzenveld - Slotermeer,Entire home,FALSE,FALSE,4,1,3,4,3,4,0.87,1,178,0,0,0,4.75,4.75,4.5,4.5,4.5,4,4.25,4,34,0,3,4,FALSE,1.6666666666666667,9.453798767967145,10,9.347429883449164,1,0.3,233,0.017167381974248927,45.25,60.333333333333336,1,4,0
135,Private room,De Baarsjes - Oud-West,Private room in rental unit,FALSE,FALSE,2,1,0,1,2,0,NA,2,54,17,24,54,4.93,4.93,4.88,4.99,5,4.9,4.7,0,60,0,0,0,FALSE,0,12.80766598220397,20,4.414673044111008,0.44,0.29,844.5,0,67.5,135,0.5,0,0
161,Entire home/apt,Noord-Oost,Entire loft,FALSE,FALSE,4,1.5,1,2,1,26,0.51,3,244,25,50,80,4.92,4.88,4.88,4.96,5,4.77,4.54,26,11,1,6,14,TRUE,4.833333333333333,9.259411362080767,62,5.976150316934666,1,1,1629,0.01596071209330878,40.25,161,0.5,17,1
180,Entire home/apt,Westerpark,Entire condo,FALSE,FALSE,2,1.5,1,1,2,5,0.13,1,237,0,0,0,5,5,4.8,5,5,5,4.8,5,986,0,0,0,FALSE,0,12.11772758384668,33,3.495889799135512,0.86,0,1289,0.003878975950349108,90,180,0.5,0,0
189,Entire home/apt,De Baarsjes - Oud-West,Entire rental unit,FALSE,FALSE,2,1,1,1,2,11,0.44,1,5,3,5,5,4.82,4.82,4.82,4.82,4.91,4.64,4.64,11,144,0,0,2,FALSE,0.3333333333333333,10.926762491444217,34,5.662222609152607,1,1,848,0.012971698113207548,94.5,189,0.5,2,0
252,Entire home/apt,Slotervaart,Entire home,FALSE,FALSE,4,1,2,2,3,4,0.1,1,23,0,0,20,4.75,4.75,5,4.75,4.5,4.5,4.75,4,49,0,1,1,FALSE,0.5,4.48186173853525,27,8.42552444326178,1,1,1338,0.0029895366218236174,63,126,0.5,1,0
327,Entire home/apt,Geuzenveld - Slotermeer,Entire townhouse,FALSE,FALSE,5,1.5,4,3,3,20,0.4,1,72,0,0,12,4.85,4.85,4.55,5,5,4.85,4.75,20,30,1,2,4,TRUE,1.8333333333333333,13.88911704312115,31,9.301051382166346,1,0.5,1584,0.012626262626262626,65.4,81.75,0.6,5,1
247,Private room,Watergraafsmeer,Room in hotel,FALSE,FALSE,4,1,2,3,2,143,2.9,4,94,11,24,50,4.86,4.89,4.72,4.87,4.95,4.73,4.72,143,28,2,4,10,TRUE,4,4.490075290896646,16,2.6127365235133495,1,1,1573,0.09090909090909091,61.75,123.5,0.75,30,2
93,Private room,Osdorp,Private room in townhouse,FALSE,FALSE,2,1,1,1,4,98,2.46,1,8,8,8,8,4.99,4.99,4.99,4.98,5,4.72,4.93,98,11,2,6,17,TRUE,5.833333333333333,12.88432580424367,36,11.825398924091864,1,0.98,1290,0.07596899224806201,46.5,93,0.5,29,2
301,Entire home/apt,Oostelijk Havengebied - Indische Buurt,Entire rental unit,FALSE,FALSE,2,1,1,1,2,35,0.69,1,20,1,5,5,4.97,4.97,4.89,4.91,4.94,4.83,4.8,35,4,2,3,5,TRUE,2.8333333333333335,8.709103353867214,35,3.41146505035598,1,0.85,1618,0.021631644004944377,150.5,301,0.5,9,2
265,Entire home/apt,Oud-Oost,Entire rental unit,FALSE,FALSE,4,1.5,2,2,4,12,0.24,1,68,9,16,46,5,5,5,5,5,4.75,4.83,12,14,1,1,2,TRUE,1.1666666666666667,10.075290896646132,51,2.027070925498276,1,0.18,1572,0.007633587786259542,66.25,132.5,0.5,5,1
135,Entire home/apt,De Pijp - Rivierenbuurt,Entire rental unit,FALSE,FALSE,2,1,1,1,4,1,0.02,1,5,3,5,5,5,5,5,5,5,5,5,1,1524,0,0,0,FALSE,0,9.61533196440794,18,2.888271190937669,1,0.71,1620,6.172839506172839e-4,67.5,135,0.5,0,0
